,physics,history,research,theory,computer,science,engineering,systems,publication,areas,quantum,view,details,experiment,data,matter,award,software,graduate,studies
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test100.csv,126.37626052295333,-1.374291098750934,21.024883920512448,23.241573404291305,-0.0,28.79579568883681,-0.0,-0.06624793853633133,0.01823981425995364,1.3371805958793548,13.689053506842969,-0.0,-0.0,22.023227338531036,0.24842147730630063,3.4909099697540764,10.184052161451048,-0.0,7.133012570252466,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test101.csv,101.42230272970471,-1.6253488776477247,52.80424570797648,27.545925229447516,-0.0,1.7728735320074718,-0.0,-0.07779490408872825,-0.0,1.5870233134366374,3.7953096326740696,-0.0,-0.0,26.098929037797497,0.2954660517316643,4.139331453173034,-0.0,-0.0,8.456380147209074,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test102.csv,154.46828371011736,-1.16841281259327,5.048008755404835,34.1751770915452,-0.0,1.2801504781157542,-0.0,0.5661992278547547,-0.0,1.1448533773936844,39.22463429985762,-0.0,-0.0,13.528509669431827,0.21359871700213867,28.166947849967034,-0.0,-0.0,6.093395471614498,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test103.csv,152.5142035456092,-1.1797854937599925,7.921662201188326,20.081823784727977,-0.0,6.056465238281849,-0.0,-0.05524055399897985,-0.0,1.160062854856101,2.7753537683662217,-0.0,-0.0,19.0186517737915,0.2168889753205424,5.4292603731793605,-0.022160191526762515,-0.0,6.167691639878203,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test104.csv,159.56006231749006,-1.136131812408012,8.08139338542333,19.381173641688527,-0.07207264729229897,12.373644787152463,2.003483185261883,1.1050993614772882,-0.0,1.121060797196016,2.680053454822996,-0.0,-0.0,13.213789902227642,8.027850402535949,2.921618716193076,1.0500632989942225,-0.0,5.953923072441032,0.11721176810300947
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test105.csv,128.37647759841047,0.37532244924101843,28.04187902131953,21.286211163740372,-0.0,39.85871281511811,0.45168137284943494,0.46314781143260475,-0.0,0.9357979596874215,2.23550701374579,-0.0,-0.0,15.296826650127352,0.17734030221521824,2.4366000019628467,7.766673305303552,-0.0,4.964699149577961,0.7452613086803377
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test106.csv,124.68913606760188,-1.3816311064517435,10.998239804300832,31.231133451960368,-0.0,1.5591833420927887,-0.0,-0.0,-0.0,1.3748504913307726,3.2819650970501923,-0.0,-0.0,16.16580344849169,3.1345606115010614,143.60407513993812,-0.0,-0.0,10.105515460712589,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test107.csv,125.73476221644816,-1.3716613078702184,19.89578222568316,63.30251309267069,-0.08685137788398088,5.891876727194868,-0.0,2.21478760675273,-0.0,1.3696829428783235,13.867666461006293,-0.0,-0.0,16.083307029057007,0.26181113349382545,9.989413750759212,0.0695365444178183,-0.0,7.2521857365579345,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test108.csv,85.1339145007425,-1.5549817850012277,46.48996555849742,26.799518900371137,2.4295704228163904,24.050084053410508,33.90264652576484,0.056327688582717396,-0.0,1.5581379993334032,131.72045084728686,-0.0,-0.0,34.57733324789558,0.2984190984643801,13.123455918422739,-0.0,-0.0,8.241107897417054,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test109.csv,188.83733046549446,-0.9822247927549267,30.91525346694367,16.96302011807751,-0.0,1.1274413468428612,-0.0,-0.0,0.05125739851282791,0.9876250324833831,2.35209927736349,-0.0,-0.0,45.660398410489684,2.4511909441973474,34.039474833865675,0.9202824256213161,-0.0,5.217898753523791,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test11.csv,-0.0,316.76425286476984,0.2107074782713867,-0.0,-0.0,11.928884331155551,-0.0,-0.0,0.36481427031627783,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4553997602394486,-0.0,2.4378686364049718,4.238614662655733
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test110.csv,182.88275954732225,-1.006204978323208,24.525152532671026,17.45479465090242,-0.0,11.168144430328502,-0.0,-0.0,-0.0,1.0175080113347588,2.4215350869998384,-0.0,-0.0,33.23753041278423,0.19664292165814798,43.51431951503916,1.2402422307718537,-0.0,5.37778933254926,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test111.csv,121.92812821813698,-1.3983265030257306,6.326524500950906,24.31142061074142,-0.0,4.579970979290066,-0.0,-0.0,-0.0,1.4189567960090461,3.3745224585255182,-0.0,-0.0,30.460895551137586,0.274742727195882,3.691621491811942,-0.0,-0.0,7.491820450241654,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test112.csv,189.97343655827243,-0.9728800508460663,38.031154012354364,21.05141962367615,-0.0,13.682377961069125,-0.04815689655321296,-0.0,-0.0,0.08393895720492643,2.354207185752914,-0.0,-0.0,11.568189659216273,0.1921739759455557,2.57499130322516,0.9226265376109711,-0.0,11.296897114618256,8.796141940677188
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test113.csv,149.01868464795558,-1.1897164882303517,20.228598297709674,26.560446264338996,-0.0,10.216787972399933,-0.08941986541169121,-0.0,-0.0,1.214408926597167,16.07758412623476,-0.0,-0.0,14.178050467204008,0.23625898015031405,5.632866939893444,0.36093665334368036,-0.0,9.776846720205613,4.7165623935464165
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test114.csv,149.0638725673067,-1.188566355993847,5.4511474026902675,42.168286856668345,-0.0,1.422299080903472,-0.0,-0.0,-0.0,2.948969905007924,5.646005621530702,-0.0,-0.0,14.195069049155498,1.2697915540901712,42.56841111222728,0.36195156992430966,-0.0,6.418333505200205,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test115.csv,94.10900039633955,-1.6976342757872476,13.97395830342418,29.780013345167237,-0.0,2.040081974541937,-0.0,-0.07453478890527876,-0.0,1.746225356207738,4.148929040387802,-0.0,-0.0,28.154673548387144,0.3415781167506932,4.536843412397379,-0.0,-0.0,9.189412282298544,0.18807014719521425
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test116.csv,159.15406821496143,0.49758460060297427,27.766793047948173,19.76987352289064,-0.0,8.827808829837196,-0.055057548068707274,-0.0,-0.0,1.1609042357144448,2.756222740728954,-0.0,-0.0,18.6890310005299,0.22750278544643446,3.0134175386408257,-0.014448572966511778,-0.0,6.102543004946526,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test117.csv,111.19907610297345,-1.4935169135553477,6.944349686614351,26.346629424721698,-0.0,4.9978160285926885,-0.0,-0.0652038184386946,-0.0,1.5490243778952832,3.6751097712921594,-0.0,-0.0,31.99596526162379,3.7992443129307247,21.850048321659674,-0.0,-0.0,8.134461503931822,5.962926468350879
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test118.csv,113.24402414007056,-1.4717321795042013,6.867695768594148,26.01581459339198,-0.0,4.939914770414653,-0.0,-0.0,-0.0,1.5316443104444009,3.631269597518644,-0.0,-0.0,24.58864052807812,0.3025991759242762,3.9723837643299182,-0.0,-0.0,8.03467794172522,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test119.csv,78.28891240584174,-1.9297290708700419,16.098633029060796,34.182312658985396,-0.0,2.3707872385522024,-0.0,-0.0,-0.0,2.0151373019952334,4.77414265339298,-0.0,-0.0,32.303778221190434,0.3988280313599698,13.778031735204195,-0.0,-0.0,10.559853319129292,0.21815245197922417
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test12.csv,-0.0,219.00771891443839,40.70849225637436,-0.0,-0.0,-0.18100993849797306,-0.0,0.35113890336604636,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20070518301848497,-0.0,3.46329625057932,17.752808411715932
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test120.csv,108.33374097977014,-1.5171040337792294,70.03897262584363,26.984176838330246,-0.0,26.748006584068108,-0.0,-0.0,-0.0,1.5931376071312615,3.771611054512618,-0.0,-0.0,25.498938711016308,0.31587228589382105,4.1262190890966775,-0.0,-0.0,8.350438109802282,0.0478576221291716
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test121.csv,147.37850994123323,-1.1890225100995937,22.107176338519828,62.22544007585301,-0.0,19.65529025189682,-0.0,-0.0,-0.0,1.252859045125741,7.69451014314185,-0.0,-0.0,14.466533155597332,0.24884151073715063,5.759517168298842,17.13203414355096,-0.0,6.559954420116114,0.9847995998532323
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test122.csv,85.42321936950285,-1.806744631956851,45.386045613766605,32.273753646525385,-0.0,2.268346196722289,-0.0,-0.0,-0.0,1.9102431645606925,4.5188926275203505,-0.0,-0.0,30.486164800261882,0.38006581453743765,18.06629657038798,-0.0,-0.0,15.201164590180724,0.21247142824527035
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test123.csv,163.46786934374552,-1.0049263181878352,27.441249580615715,37.655135093954016,-0.0,13.526986021674901,-0.0,-0.0,-0.0,2.7748873139226156,4.355541271516468,-0.0,-0.0,13.32033298540026,5.0773592346949945,31.23502828036418,7.592677227467026,-0.0,11.010392773050613,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test124.csv,137.51245994302246,-1.2540766421951048,25.034624293803375,38.50966282346494,-0.0,11.615183486762579,-0.0,-0.0,-0.0,1.3367507509810803,3.156294165285306,-0.0,-0.0,21.254537555133812,0.2684602503323334,16.082072625032215,0.39712464392879687,-0.0,6.97518840263231,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test125.csv,160.55699124628973,-1.1043072401667484,24.208875977749756,97.2080128315718,-0.0,2.98198143687949,-0.0,1.2825572110900756,-0.0,2.585109863314218,7.604566891780687,-0.0,-0.0,13.559492329998807,0.2375974650946715,3.054141831168914,1.0831969049856538,-0.0,6.156794216958155,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test126.csv,222.6014633323984,-0.8360409894789136,35.19626237982615,49.275548597898855,-0.0,1.0735515683520571,-0.0,-0.0,-0.0,2.1461036223395618,12.475463753420748,-0.0,-0.0,10.287898341237877,0.18078752398889578,2.3180951187162244,-0.007102704367767006,-0.0,7.099529746025703,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test127.csv,167.64587628009465,-1.0637893674889574,49.774852779332925,25.238817345117806,-0.0,8.191898199292226,-0.0990313980436019,0.04351271980420869,-0.0,1.1472294466576012,4.9111472083626975,-0.0,-0.0,17.54147018071706,0.23119507758985947,2.9571571717937823,0.06785828651934163,-0.0,5.961147706209874,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test128.csv,161.69023016802007,-1.0954522981606725,32.7054105605313,40.018072491901485,-0.0,7.630333553163615,-0.0,-0.0,-0.0,1.1853718869531502,5.06989171807786,-0.0,-0.0,13.541362798903142,2.6152847385474325,11.092683496392567,5.485936155616184,-0.0,8.484639882038373,0.13008690261447622
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test129.csv,156.73452507471154,-0.5177675140807438,7.937385872402635,20.396214558525568,-0.0,21.49015079344098,-0.10450867643265858,-0.0,-0.0,1.2194781683453524,4.882139672432583,-0.0,-0.0,30.784016193117587,0.2476164656359797,7.80607669329785,5.637991210512003,-0.0,9.601687013943094,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test13.csv,-0.0,162.25157730889472,9.19988688251999,-0.0,-0.0,-0.20141953112334843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.6617768209352,-0.0,9.9662655702703,7.726222270880777
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test130.csv,168.77876107860155,-1.0520117001016485,36.65973100847468,63.750896386953734,-0.0,2.660358462408889,-0.0,6.116405084702119,-0.0,1.1497684830659407,60.65572199236599,-0.0,-0.0,13.106272511636321,0.23383498270276726,28.29868962268541,3.5405112906222724,-0.0,5.968861005782,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test131.csv,94.8229382580183,-1.658578801860036,20.695581698459563,30.353337333318958,-0.0,2.2003573058033505,-0.0,-0.0,-0.0,1.8188090769770642,4.290860133302026,-0.0,-0.0,28.60672181521743,1.8674794851349306,4.686958650218345,-0.0,-0.0,9.432991986401715,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test132.csv,110.86705669118584,-1.472778684676209,18.423685021191872,35.41612080413432,-0.0,1.9615874661777515,-0.0,-0.0,-0.0,1.6204389361968805,6.476674341886766,-0.0,-0.0,25.45004227733064,1.663330708217394,4.172213513900071,-0.0,-0.0,8.395530344596018,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test133.csv,140.91111645622414,-1.2176157439318995,19.14223337860524,36.30696216077439,-0.07805010041697259,3.1073365903205192,-0.0,-0.0,-0.0,1.3441631687547968,3.167671970727978,-0.0,-0.0,15.266187404910808,3.2184495350650613,75.60733624722387,-0.0,-0.0,6.957146951211899,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test134.csv,151.9551176311494,-1.144076865102602,22.77364468257997,21.068613347721925,-0.0,1.5367495077054876,-0.0,-0.0,-0.0,1.2672069787139433,32.67493465848394,-0.0,-0.0,14.374864743121725,0.2616207020985316,5.749327883840359,-0.0,-0.0,6.552461440059497,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test135.csv,152.99906029387392,-1.1367982480460188,13.21478056066075,20.979829315379302,-0.0,23.46002693282051,-0.0,-0.0,-0.0,1.2633566656094914,4.713100515207445,-0.0,-0.0,19.759910897033944,2.522968528556815,3.249412666002859,12.825164867665267,-0.0,6.5262803816697765,0.1387346497225952
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test136.csv,176.04294452220654,-1.010693035298001,25.58923488066538,78.03619450188594,-0.0,7.586825370494684,-0.0,2.1064856214947176,-0.0,1.1269640960128842,68.71758286764926,-0.0,-0.0,12.755113226784369,0.2342668800594259,60.84077736750357,-0.0,-0.0,5.816135374949289,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test137.csv,206.08677039385253,-0.39006551614922186,4.529804744916606,37.50840441127065,-0.0,14.107995154019804,-0.0,-0.0,-0.0,0.9878261973434117,24.065570352429013,-0.0,-0.0,11.167527315090279,0.2056465648236175,22.77513319304776,0.8982468735175503,-0.0,7.711273839518338,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test138.csv,138.13053798641388,-1.2316146717455114,14.451446607011485,22.912964850260792,-0.0,15.235472834014942,-0.0,-0.0,-0.0,1.3839141038788767,3.269986110610368,-0.0,-0.0,21.560625008915036,1.8155117976264123,9.716989518406935,-0.0017731905565951203,-0.0,7.130589738480353,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test139.csv,126.1742473773894,-1.3232387803847006,6.846293716792781,24.669811893526845,-0.0,21.259158672508207,-0.0,-0.0,-0.0,1.4918056691573922,3.522568700024349,-0.0,-0.0,74.46543221094053,1.9562454153354396,48.53868105933403,-0.001605843377076992,-0.0,7.679142434856022,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test14.csv,-0.0,138.48480323274896,0.644399611271583,-0.0,-0.0,-0.19466130767869277,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.32511717918309,-0.0,5.3325201471819526,4.8411730173038885
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test140.csv,137.2178986441748,-1.2335963177915072,15.82865596873734,23.09835092031188,-0.0,25.80900524593956,0.921036311718406,-0.0,-0.0,1.3984816358789014,3.299998923661692,-0.0,-0.0,35.612135384257144,1.247849931026041,9.800562160869557,-0.0,-0.0,7.2005573201671265,0.9062488315178537
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test141.csv,201.26149186406286,-0.8084059801654538,7.379913988663306,21.997909317113802,-0.0,1.2616713074498316,-0.0,-0.0,-0.0,1.018330174897739,2.401365375699265,-0.0,-0.0,11.461266985878513,0.21479895639044258,2.621863320899978,-0.0,-0.0,5.238221870309823,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test142.csv,118.79995255451684,-0.9728751189936341,5.113038610166853,201.23416495889154,-0.0,3.065999573697689,-0.047576272921903015,-0.0,-0.0,2.6131939160243753,5.008353426393308,-0.0,-0.0,12.489549715610224,0.23465589541462584,2.85795789633314,-0.0005687070072066927,-0.0,8.629249667723142,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test143.csv,140.3824207943573,-1.2078678417281306,49.60504832387875,22.76111526787087,-0.0,20.30490153764861,-0.0,0.6441319713391431,-0.0,1.38487933687812,36.052290834482925,-0.0,-0.0,15.540423865728284,0.2927096090570942,13.820117372835206,9.661586333663784,-0.0,7.106848747730104,0.7517564446986712
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test144.csv,-0.0,-0.0,143.03417592860546,0.33547559738011773,113.47488567706988,109.37045904259624,14.971814926297093,26.993612990304275,-0.0,45.142895037453705,-0.0,-0.0,-0.0,-0.0,12.570078889646888,-0.0,61.89578974752256,44.804308349955406,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test145.csv,-0.0,-0.0,-3.1886822441999727,-0.0,12.720259077462885,3.4539490331864884,2.2617727329764907,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test146.csv,-0.0,-0.0,-7.273178364692464,-0.0,-1.0356020277637232,-2.4112711138579472,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test147.csv,-0.0,-0.0,-14.201056247158443,-1.8089359245322378,-2.6152512434127075,-3.550932485015297,-1.170916125976066,-1.9550541037274858,-0.0,-1.214691173210351,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1169762786961912,-0.0,-0.9189052510349246,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test148.csv,-0.0,-0.0,216.14405457345578,2.8697105797671068,118.69365597145254,0.6918696803122221,124.67864052904487,68.46291124612314,-0.0,193.94823076797726,0.006890183633959422,-0.0,-0.0,-0.0,74.60316584342684,-0.0,-0.0,137.14733607275588,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test149.csv,-0.0,-0.0,56.05731140588932,-0.0,29.040328292303435,-0.04737634501762889,17.619560361139786,107.14267480964699,-0.0,22.465693770394502,-0.0,-0.0,-0.0,-0.0,88.13622444937785,-0.0,-0.0,42.01789636018233,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test15.csv,-0.0,138.6041356024643,10.934351866259707,-0.0,-0.0,1.799282513324199,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.33358337701251844,-0.0,14.376317820586129,3.5850823595473855
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test150.csv,-0.0,-0.0,-11.355589546946048,-0.0,-2.1209400492243016,-0.0,-0.0,-4.3841601242903385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.6520078913343963,-0.0,-1.2227719988785544,-1.132315244962582,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test151.csv,-0.0,-0.0,49.354686468693274,-0.0,2.3558255284453384,-0.379167501446075,1.0200565550215812,123.16427252948029,-0.0,26.463356821957156,-0.0,-0.0,-0.0,-0.0,5.914059403854761,-0.0,-0.0,27.12008453802906,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test152.csv,-0.0,-1.811198153737586,-2.1323732893121883,-0.8024885033041288,-0.0,-0.8333216157416433,-0.0,-0.11771111898941936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test153.csv,-0.0,-0.0,-1.075909807553074,-0.0,2.1566604037357644,-0.3379253921632601,2.801566698356738,13.364012357826002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.467214889239677,1.9386446750446495,-0.06461361290833162,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test154.csv,-0.0,-0.0,6.768063600489127,-0.0,-0.0,-0.0,-0.0,8.37852797397744,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test155.csv,-0.0,-0.0,-3.3176954748499705,-0.0,-0.5210083971337323,-1.1147781382137023,-0.3800065695195228,-0.1584980332297634,-0.0,-0.3983465300435887,-0.0,-0.0,-0.08597715238142176,-0.0,-0.0,-0.0,-0.0,0.293071763429018,-0.29028968088013846,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test156.csv,-0.0,-2.254541342148785,-0.6485446412731394,-0.7968253783601297,6.479516426978414,1.2317012627321362,-0.0,9.138897831422948,-0.0,-0.0,-0.0,-0.0,0.20225438671567708,-0.0,-0.0,-0.0,-0.0,0.20165165275483696,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test157.csv,-0.0,-0.0,129.57927881933102,111.76253359125899,5.977983102328728,7.6567996606831095,5.167417243963285,1.2273715819231297,-0.0,56.66090912706487,-0.0,-0.0,-0.0,-0.0,15.815980155324109,-0.0,17.770876328213184,3.783461063842328,0.01888616422977111,0.09965122342200157
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test158.csv,-0.0,-0.0,81.17344958936059,77.81257800448851,4.9135253640020515,35.86201998626216,1.175641281879233,-0.10074568411446067,-0.0,38.935020598214344,-0.0,-0.0,-0.0,-0.0,46.13422289758654,1.167573948360235,-0.0,1.885059217296157,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test159.csv,-0.0,-0.0,61.91765635998192,2.5468853884063978,99.69577492052439,1.7327468640046044,4.794765334623055,21.385165505092026,-0.0,68.80916475626576,-0.0,-0.0,-0.0,-0.0,2.8662133884610506,-0.0,4.995512988848177,1.905370133890021,-0.0,0.5665413376414944
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test16.csv,-0.0,259.6606005012587,3.006501385784942,-0.0,-0.0,9.521801548153027,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20042884923629145,-0.0,3.1345058452928916,2.2640291540013617
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test160.csv,-0.0,-0.0,171.80176036958702,-0.0,25.89413875646003,0.8901547271686457,4.659144848868126,3.278451676324181,-0.0,116.89648438767915,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8391978469731489,3.1564608444283118,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test161.csv,-0.0,-0.0,220.83393887973384,0.24748709945493802,25.017301405980277,-0.002369086270919699,31.216748323538983,130.3070185364283,-0.0,55.275734264247845,-0.0,-0.0,-0.0,-0.0,8.316138775242619,-0.0,0.07511295564349442,50.24822862175085,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test162.csv,-0.0,-0.0,-0.6064089150874338,-0.0,-0.2792222061287521,-0.32939284487900866,-0.2623349683488016,-0.2380258872219253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03501968097932433,-0.0,0.12570012001964123,-0.04070245274135138,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test163.csv,-0.0,-0.0,61.869540568610645,-0.0,2.9132313568503214,21.930153449976782,1.6244992098425861,-0.0,-0.0,30.610733393371003,-0.0,-0.0,-0.0,-0.0,0.059920914871100975,-0.0,-0.0,2.575718403095308,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test164.csv,-0.0,-0.0,157.9016289455141,112.57335422215314,63.356570822684525,10.862547277034906,7.670423300983907,7.73810480919607,-0.0,83.72262181345504,0.5949062569258625,-0.0,-0.0,-0.0,4.979451029245862,-0.0,-0.0,12.128653946835255,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test165.csv,-0.0,-0.0,96.5367231530751,2.1009528992635245,19.83126861625211,2.7389147967232916,3.9630246471699473,21.981920264556774,-0.0,76.15785961334497,-0.0,-0.0,-0.0,-0.0,26.04865287964934,-0.0,-0.0,11.147287363509903,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test166.csv,-0.0,-0.0,20.47876547893131,-0.0,30.279501765191224,-0.0,-0.0,4.2619768671301355,-0.0,-0.0,2.5874239523273608,-0.0,-0.0,-0.0,4.732216405784221,-0.0,49.50338585341469,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test167.csv,-0.0,-3.5864160463409114,-3.509299021459052,-0.0,13.181199739516428,-1.0251767617876368,-0.8484721271297389,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11355406243047479,-0.6028465045292865,-0.21787655970768888
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test168.csv,-0.0,-0.0,115.9777586405318,90.51650582721334,3.0341703583323802,2.2745962151876387,2.1165609763116198,0.521399467012944,-0.0,47.26362369957143,-0.0,-0.0,-0.0,-0.0,36.85477812702418,-0.0,-0.0,1.1601760608595564,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test169.csv,-0.3222846526584873,-0.0,283.62523905399206,0.3674594726968506,4.168049302125518,1.5058820085496407,88.7274697698424,36.79032901058996,-0.0,147.1603807502371,-0.0,0.26064973291619226,-0.0,-0.0,10.589128346579086,-0.0,-0.0,606.1924741689517,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/MIT p&h&cs\test17.csv,-0.0,169.70837419214317,4.197193470566719,-0.0,-0.0,-0.10722220119585983,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2982974638147291,-0.0,4.560179955149602,7.8948429218048455
