,history,physics,university,engineering,computer,research,science,vanderbilt,rochester,ub,faculty,professor,award,buffalo,department,studies,arts,graduate,information,latin
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test70.csv,-0.0,8.366848066507073,2.3037508696557527,-0.0,-0.0,1.9512211956322896,-0.33508120330870744,23.47947909145975,-0.0,-0.0,4.804574015083547,0.22113692360724735,0.5729827741144253,-0.0,8.79447589376282,-0.0,-0.0,2.7566104456849763,4.037406341903301,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test71.csv,-0.0,4.076004556339439,2.8063000386728874,-0.0,-0.0,-0.31491889058991784,-0.4038578933946876,18.49314374717396,-0.0,-0.0,1.3250309479318523,-0.0,-0.0,-0.0,4.135382136311175,-0.0,-0.0,3.338374781063153,4.888387358254562,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test72.csv,-0.0,9.64273958371107,17.24210773118093,-0.0,-0.0,1.9679815551696307,-0.33335562996540685,15.31595137612381,-0.0,-0.0,1.1011351846674449,-0.0,3.634282738968918,-0.0,16.686613859632484,-0.0,-0.0,2.7684788434088174,4.052845952316249,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test73.csv,-0.0,4.135342825866981,2.847474283277088,-0.0,-0.0,-0.3048032115457222,0.5952710413133087,18.528269749344012,-0.0,-0.0,1.336230480825747,-0.0,-0.0,-0.0,4.150332429632608,-0.0,-0.0,3.352703521136924,4.907024445741479,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test74.csv,-0.0,8.195391753159267,13.018968833224564,2.480099199028963,-0.0,3.0840496803727633,0.4673569434943963,19.14747180117791,-0.0,-0.0,0.5963238402200147,1.1656338936894455,1.9563460385447478,-0.0,1.8480459103864963,-0.0,-0.0,1.49313743608967,2.1848012803703925,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test75.csv,-0.0,-0.0,12.049744869162556,27.179326128292914,29.420508882625715,6.753072907338829,8.192907983052722,6.790526283644134,-0.0,-0.0,5.070952358978384,1.2591213794432545,-0.013545970811137339,-0.0,0.004993617366734075,-0.0,-0.0,0.6448419071666757,2.5635502338954557,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test76.csv,-0.0,-0.0,11.196353004554766,48.26719248158122,59.44174524677763,31.51737349076505,7.592368124588694,11.67572786975558,-0.0,-0.0,2.840132694281177,5.353595118345771,0.7723954820202229,-0.0,2.4911387662367344,-0.0,-0.0,0.3615224194590786,1.4359502088741332,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test77.csv,-0.0,-0.0,0.13474520396710066,27.52359304631643,31.462929045671746,2.41828195803543,2.7658841814176935,6.488075536979588,-0.0,-0.0,4.841255151867823,1.2091904064809869,-0.010781825026374236,-0.0,0.006415207243000898,-0.0,-0.0,0.6166816072316245,2.4476255374933524,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test78.csv,-0.0,-0.0,10.253301409527415,35.99813490702928,14.32270693961339,5.7502420630551665,2.9767778166649035,5.780254523783692,-0.0,-0.0,4.313158590305507,8.116949757710321,-0.009087015783890439,-0.0,0.005921722697052179,-0.0,-0.0,0.5499381013872201,2.1808418484587535,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test79.csv,-0.0,-0.0,22.07020283479203,17.06582298227208,31.522865590262626,2.4406607119775545,25.34008216332562,6.518329356833888,-0.0,-0.0,4.863874544202305,1.2207043135677613,-0.00966427511780793,-0.0,0.006908729900186539,-0.0,-0.0,0.620703901894266,2.459450219346974,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test8.csv,86.90413769763532,-0.0,11.11774329263157,-0.0,-0.0,0.0001238515713233933,-0.0,9.553938398729931,-0.0,-0.0,0.901348736969786,1.126421159933862,0.2490839324526224,-0.0,3.3290106407773674,0.4582666536047898,-0.0,2.077261079189752,1.0970196680129716,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test80.csv,-0.0,-0.0,46.467803944904205,61.05490728849141,9.233077969811708,7.721712632059571,3.081601179940654,17.81476869300424,-0.0,-0.0,4.632777981869275,2.8511995962906496,0.05116016290071754,-0.0,2.825222746582123,0.5262550812163268,-0.0,0.35878314231700265,2.041293965817538,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test81.csv,-0.0,-0.0,0.1752559694295357,22.58371301004603,37.595251868579275,2.1508180232898604,6.857381688839677,5.727526297563111,-0.0,-0.0,4.261829779062666,3.752134163942719,-0.006190616948153409,-0.0,0.00932645237583379,-0.0,-0.0,0.5477956610993829,2.156647661550912,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test82.csv,-0.0,-0.0,8.992891232700515,29.710773641807293,43.61605570058774,1.9105431593913134,2.168906330602023,5.078661734304034,-0.0,-0.0,3.7790201512583574,0.9578745037200783,-0.0050470227300856065,-0.0,0.008439839015981691,-0.0,-0.0,0.4861456488911051,1.912434168792131,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test83.csv,-0.0,-0.0,0.18321575921665637,40.148101857946,22.983647049848486,2.0360650175925046,20.77515906049945,5.402961767089684,-0.0,-0.0,4.020266266680917,1.0201761317244862,-0.00490062196632896,-0.0,0.009157772194873277,-0.0,-0.0,0.5175808707825313,2.0345716428636273,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test84.csv,-0.0,-0.0,32.77738048274388,25.192283520059917,22.642345005081705,2.276858583371677,6.41837849410215,6.031467983108273,-0.0,-0.0,4.487897544720328,3.9456969245454925,-0.0049503831334130255,-0.0,0.010422420275951931,-0.0,-0.0,0.5782473803322623,7.377736064597213,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test85.csv,-0.0,-0.0,0.31167454603556327,22.201714765426182,3.9778274740107675,3.2447750046189494,10.265647154929868,8.58046766017675,-0.0,-0.0,6.384626348948659,1.6262147753203051,-0.006306544189567983,-0.0,0.01511083503551341,-0.0,-0.0,0.8233356713912728,3.234018273502579,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test86.csv,-0.0,-0.0,19.009210429911054,52.989440836104066,67.73679858368297,21.543488874279888,7.524694211097638,6.5873359587346005,-0.0,-0.0,2.609266101245761,8.391194428719412,4.957733530530776,-0.0,0.006292921974814318,-0.0,-0.0,0.3368458811384821,3.3850744977194034,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test87.csv,-0.0,-0.0,32.8959491325986,25.27055924651016,35.757252052535236,2.3122483384081427,2.6182631187989456,6.076146979483253,-0.0,-0.0,4.5189670406745,1.1588972301572424,-0.0012284788697779492,-0.0,0.011093906979677604,-0.0,-0.0,0.5837362094503332,2.2917436339369295,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test88.csv,-0.0,-0.0,30.923434407022867,24.92404224800879,15.555467781420969,6.3314268022837465,3.907428404129243,19.266549416099682,-0.0,-0.0,4.744982003912018,4.173260165036512,-0.0007563504804669766,-0.0,0.011856618496981951,-0.0,-0.0,0.6134483994538202,2.4065196638902377,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test89.csv,-0.0,-0.0,4.26231030885221,26.529471140333154,33.8134086866096,2.4432764622568044,2.762310556249944,6.393097446710174,-0.0,-0.0,4.755594939316155,-0.020576619780009495,-0.00022580657125897169,-0.0,1.1912209781753407,-0.0,-0.0,0.6153531206704206,2.4120906377054907,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test9.csv,74.95883042610652,-0.0,22.942883868868844,-0.0,-0.0,-0.0,0.0948787022897515,15.285525044718199,-0.0,-0.0,1.0529405445153004,0.1682105565699775,0.288967578005428,-0.0,0.3803643798132606,7.585568021968888,-0.0,2.6850886910865506,1.265697874402331,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test90.csv,-0.0,-0.0,2.0508982630687043,23.823691875232324,53.83367252649423,1.6615821279583942,20.96680233917835,13.113482520091264,-0.0,-0.0,3.235707376340435,2.8388320452256526,0.0010101520594289176,-0.0,0.009262864049178324,-0.0,-0.0,0.4215709478068172,1.6424823645382298,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test91.csv,-0.0,-0.0,0.28179143053892447,38.397905557229116,16.240943801436146,2.2009715078634104,3.5324174447669816,5.769224114206833,-0.0,-0.0,4.279135614311869,1.1037333870276098,0.001806364984642781,-0.0,0.012428780965647798,-0.0,-0.0,0.5578775897924118,2.172099797816708,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test92.csv,-0.0,-0.0,12.523074707970496,30.34933155850523,45.89289377320728,15.06262595109229,6.684470465388424,9.39999446461249,-0.0,-0.0,3.7330290096591847,3.2731906209813144,1.005953498244423,-0.0,0.01099985494195952,-0.0,-0.0,0.48705685778509167,1.8949824836435492,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test93.csv,-0.0,-0.0,12.026629146573368,18.764369520801644,31.912960867828048,2.6110369199805112,8.108754319802491,15.081256295089137,-0.0,-0.0,5.051734678871921,1.307815423069813,0.0041631174962072914,-0.0,0.01509596755593472,0.6493658558208323,-0.0,3.119147285679808,2.564424075238094,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test94.csv,-0.0,-0.0,0.4724271590268377,22.48822336258423,12.335208999810993,3.3818110915047375,5.407564050267975,8.808708755825224,-0.0,-0.0,6.5323542522922615,1.6930315312999482,0.006089387526846144,-0.0,0.019795643865282108,-0.0,-0.0,0.8553174053480335,3.316343372007344,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test95.csv,-0.0,-0.0,8.943910590028825,45.50929211663724,29.30224940008871,1.9482240903338959,2.2045785088081153,5.06572712649406,-0.0,-0.0,3.7569988534869636,0.9749399346451618,0.0039074633857554275,-0.0,0.011545702808996266,-0.0,-0.0,0.4924304767210617,1.907700981569852,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test96.csv,-0.0,-0.0,22.891095536217225,24.427087245212384,55.998232107264364,4.232628050823219,13.266285418054679,12.8029130558354,-0.0,-0.0,3.177543897200488,5.863430874634505,0.0036445505427553926,-0.0,0.7895819865525131,1.939190596761272,-0.0,0.4167662707799489,1.6134908687782574,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test97.csv,-0.0,-0.0,9.230758333256054,56.42823235799591,41.687842577439625,79.58343791102335,74.87269927431271,5.952576394414566,-0.0,-0.0,2.3705887147035636,2.076797158115326,2.107877988311918,-0.0,0.5892561359777043,-0.0,-0.0,0.31111582142705724,9.243182534076904,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test98.csv,-0.0,-0.0,0.3844632898419084,17.17981890801368,36.07326657586658,6.1815093138415955,6.635935680800871,11.661369252794742,-0.0,-0.0,4.64569109384706,1.214786965712888,0.007982613142265954,-0.0,0.01603849487119623,-0.0,-0.0,0.6100102050367413,2.36493004588767,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test99.csv,-0.0,-0.0,43.43845005791082,40.28899380313406,18.72859146876936,9.45317854737545,11.735182596608926,15.245700281989627,-0.0,-0.0,7.66078916903856,6.983755655463057,7.048410564890101,-0.0,0.013250284554484864,-0.0,-0.0,0.4985277476853178,1.931333987220134,-0.0
