,history,physics,university,engineering,computer,research,science,vanderbilt,rochester,ub,faculty,professor,award,buffalo,department,studies,arts,graduate,information,latin
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test11.csv,319.6543570272361,-0.0,40.666719292816786,-0.0,-0.0,0.37870121014772457,11.551900572408112,-0.0,-0.0,-0.0,0.73066928788446,-0.019222528586488083,1.3190751564516763,3.9419716047302296,2.7055127099446574,4.235738556799611,8.885964774889578,2.18710684987504,1.7902603345691182,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test12.csv,221.72204426231716,-0.0,22.781605560782346,-0.0,-0.0,41.31392583017441,-0.286111408275779,-0.0,-0.0,-0.0,3.6426735595086575,-0.026777889925583567,0.1177605826445074,1.8852300264573338,8.06436716784856,17.718261249505595,12.413738836292959,3.0586481911545826,0.3480223267949941,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test13.csv,164.78956395473716,-0.0,30.437258539365384,-0.0,-0.0,9.391944026277088,-0.36915003467939056,-0.0,-0.0,-0.06807806441512101,4.743838177810349,-0.034714338864790625,6.234435920162266,2.455044967908605,4.9245655438598535,7.7017533365378155,25.296747354100194,9.119171873159711,0.4541748356457212,1.0277292707156571
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test14.csv,140.85691651920564,-0.0,21.508988933823165,-0.0,-0.0,0.6479883778138972,-0.41969884620454395,-0.0,-0.0,-0.0,-0.44070076983348244,-0.0396582850472244,0.1816119962602545,2.817107669829464,5.644557634172297,4.8251442308099275,33.27186409259094,4.568330497925502,0.5222716441070341,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test15.csv,140.92410236940563,-0.0,46.985056704142636,-0.0,-0.0,10.797442805328087,1.2620768305419894,-0.0,-0.0,-0.0,1.3400452145401331,-0.039642967121053856,0.18336533000673513,7.7770120697287854,5.660658469939178,3.5701003899104955,18.52448035948178,13.138251340268672,0.5254712835067629,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test16.csv,261.9911219179962,-0.0,63.43657354744368,-0.0,-0.0,2.8833557355940784,8.764607016966714,-0.0,-0.0,-0.04354145575088468,-0.2518323180643332,-0.023036142223723376,0.10761206841264732,1.6528786725668756,3.299979683843178,2.2547220689102097,19.4004337976688,2.675817120941974,0.30732386245604854,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test17.csv,172.05797557661504,-0.0,4.731702341199397,-0.0,-0.0,3.8981290420215977,-0.3411249802180513,-0.0,-0.0,-0.0,1.1443624938188852,-0.03344177304008686,0.15777116929740934,2.4102762427572726,4.807075335814914,7.879891990766039,15.714190209827832,3.8992328721651455,0.4490558613237172,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test18.csv,323.1246637558808,-0.0,32.311827839552876,-0.0,-0.0,2.2282557490350885,-0.1929065799847796,-0.0,-0.0,-0.0,-0.20434608925179704,-0.01900672803081883,3.4410325204544923,1.3758675445662925,2.9229634679956775,0.2544046090644862,8.953431292056074,2.224230212679883,0.25686392637243083,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test19.csv,295.191186865396,-0.0,46.693942457882365,-0.0,-0.0,2.435494034164204,0.7885122382963993,-0.0,-0.0,-0.037567774331758376,-0.2207957730232137,-0.02065165377920909,1.3174750254067042,1.5016663385007176,2.9888948042958505,28.441063209076514,9.755534552143207,2.4259464996441205,1.959315328549384,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test2.csv,50.97255066238977,-0.0,106.39718157381856,-0.1342005212063675,-0.04284029283139717,39.587091017150215,1.8660780918021962,-0.0,-0.0,31.96080938502907,60.86819059854091,4.894750477789999,0.24309987462903396,10.194427348736927,7.04646504098222,32.54653610104121,37.988388966991224,13.610302225262991,0.6678166600462149,41.15622979212457
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test20.csv,216.3739498913173,-0.0,16.287384732305654,-0.0,-0.0,3.5228340050074536,10.50143978859302,-0.0,-0.0,-0.0,-0.28551212824201966,-0.02709944215920795,9.826663352820821,2.007971559364701,3.983315755478227,0.38082047503043803,20.855912880047995,3.2378203132161665,2.6092429460607343,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test21.csv,38.20225368392694,-0.0,68.90317656373811,-0.0,-0.0,1.40063254832365,-0.5391577479888577,-0.0,-0.0,-0.0,-0.5794280929384393,-0.05531615226332481,3.6052918326979357,4.116593575811836,8.15797227264355,99.56455143768486,26.575047604527303,6.633438927914306,0.781848752103883,117.27576644965833
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test22.csv,125.54826621910135,-0.0,1.0879783815357822,-0.0,-0.0,0.882712866448445,2.5034979970306614,-0.0,-0.0,-0.0,-0.4507564556881873,-0.04328953914896007,0.23260269436076972,3.234610662080369,6.403155744818202,18.37024624457923,33.44897012154326,5.20843657137277,0.6155783102342485,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test23.csv,183.61374080766794,-0.0,38.265432310991955,-0.0,-0.0,4.126829184878847,-0.2998599714203302,-0.0,3.12756092654237,-0.0,-0.3242007613976457,-0.031321083575202635,2.052475987572012,2.3500491257405822,4.647223884617901,0.44910561358793766,15.11221767529102,3.7814543391257947,0.4481046581825933,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test24.csv,150.67905333042123,-0.0,63.396255868934354,-0.0,-0.0,5.664218100137997,-0.35370198656994706,-0.0,-0.0,-0.0,-0.38222266022092777,-0.03714618517419891,0.2049355371399688,2.7990017397100253,5.529439703405725,0.5347755634255967,17.96741363918964,4.500839300272726,0.5347020980916607,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test25.csv,153.74420418851426,-0.0,61.25396036184484,-0.0,-0.0,5.595329398680715,-0.3457683887761952,-0.0,-0.0,-0.0,-0.37345997101891104,-0.03651281990169749,0.20315286164598936,2.7628004036404423,11.974186315308529,0.5277545885956609,17.702637096985992,4.439617548785654,0.5287741625256751,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test26.csv,-0.0,59.14711769520795,7.382859984959099,0.9313684518448813,-0.0,29.897160964702874,0.33317807712791336,-0.0,-0.0,33.45510208214312,23.026380802254742,-0.013326048593334104,0.1803542026918056,10.770497827755383,0.7476721753876474,-0.0,3.8336563153914796,1.74481935216003,-0.034192029515766054,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test27.csv,-0.0,93.79737476718324,7.409774007919949,-0.0,-0.0,46.655990440392436,0.3360299023149323,-0.0,-0.0,41.235872936871,17.398396785593615,-0.013320960900040901,8.857946455819459,10.797560520662053,0.7504740545061516,-0.00619733169169808,6.721068483301937,1.7506632023130355,0.3427893782270918,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test28.csv,-0.0,49.40181131132484,0.3985635898684695,-0.0,-0.0,23.940553060798408,0.3388813838602522,-0.0,-0.0,33.59938956932714,17.441722973651522,1.4736176661072669,-0.0,10.824612479365424,0.753275596001401,-0.0,3.8566511536943606,1.7565060255407936,0.34438513361033807,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test29.csv,-0.0,70.4112629496484,4.706856994201198,-0.0,-0.0,17.7992191347521,0.34173252180528135,-0.0,-0.0,33.669311461051734,17.48502697349431,-0.013167627583637025,-0.0,10.85165370812313,0.7560767999140794,-0.0,3.8668319893327854,4.038937920190424,-0.033614433003439845,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test3.csv,253.80919378210703,-0.0,91.15558776524225,-0.0,-0.0,3.071655773796581,4.255163883158385,-0.0,-0.0,-0.0,-0.19870689507449527,-0.023175473421681136,8.619426566991814,1.8527372589240285,7.426537868143142,2.037954848748699,11.500149566747693,11.50048914174996,0.3473323458777355,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test30.csv,-0.0,121.35133481105025,7.76147086341259,-0.0,-0.0,12.894987227808105,0.34937252384513073,-0.0,-0.0,42.05473980183274,23.673592337122095,1.4785302265499085,-0.0,15.460201885712866,2.428125121330996,-0.0,3.888455269045116,1.779298598502546,-0.033348035888075354,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test31.csv,-0.0,81.70318876539423,2.153177874606854,-0.0,-0.0,38.73106992278499,4.078504451439447,-0.0,-0.0,33.813576362886565,17.582862457064362,-0.013009182556853868,0.18874289095543179,10.920207506672284,1.2226186094783884,1.4709716503762453,3.8986285996455763,1.7851363897033794,-0.0333023465135264,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test32.csv,-0.0,59.174935203492375,7.551430073057949,-0.0,-0.0,24.193013568803984,1.7687491329945864,-0.0,-0.0,33.88335200210617,17.626094176529847,0.510709145961165,-0.0,10.947210818417776,0.7717617325272339,1.586693258560492,3.9087995295745652,1.7909731550436903,-0.03325665782716718,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test33.csv,-0.0,49.95145066516497,4.411363377820198,2.2053143699579714,-0.0,23.807989260085524,1.6534208291330228,-0.0,1.335723381308173,45.274780401827826,17.669303756159486,-0.012906244894749778,5.529645867429195,10.974203419513035,0.774560708881437,-0.0,3.918968059398586,1.7968088947037504,-0.033210969828987295,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test34.csv,-0.0,82.10843885591053,12.19859878817984,0.7638054000947487,-0.0,13.072071910805152,0.36710392621846677,-0.0,-0.0,34.02868615546641,23.8771070542056,1.4864737977230813,-0.0,11.001185314206358,2.4498215165034276,-0.0,3.9291341896840097,1.8026436088637996,-0.033165282518976415,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test35.csv,-0.0,93.23245513486567,7.632167188704688,-0.0,-0.0,31.010190354394204,0.3699516633791658,-0.0,-0.0,34.09831491193246,17.7601813197595,-0.012752978208432564,-0.0,11.028156506744354,0.7817636029960253,-0.0,3.93929792099707,1.808477297704047,-0.03311959589712417,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test36.csv,-0.0,137.78134396662088,8.178406315677922,-0.0,-0.0,18.557233894981852,0.37279905739076835,-0.0,-0.0,51.80635191201467,23.98129558100779,3.612379865409901,-0.0,11.055117001371947,2.4615248090362107,-0.0,3.9494592539038695,4.113169547877433,-0.033073909963420176,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test37.csv,-0.0,60.47159487014577,7.9444024204107935,-0.0,-0.03845143792814114,39.164586002671825,0.37564610829462347,-0.0,-0.0,34.245870619119934,17.85095898607867,-0.012535074220357944,-0.0,11.082066802332383,0.7889642189365752,-0.00579109699217201,3.9596181889703774,4.892797935701034,2.0133976117021812,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test38.csv,-0.0,161.2866509793017,4.521956276923887,-0.0,-0.0,38.68417317956804,0.37849281613207514,-0.0,-0.0,34.315351076191206,17.89405340790212,-0.012529990498377845,-0.0,11.109005913867216,0.7917611224106857,0.3391727818899324,3.9697747267624286,1.831003026384058,-0.03251630633994507,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test39.csv,-0.0,112.11964559885082,4.540453438947433,-0.0,-0.0,24.16267993270868,1.682894541566393,-0.0,-0.0,34.38478409013713,17.937125760202612,-0.012524906801922026,-0.0,11.135934340216323,0.7945576888611011,-0.0,3.9799288678457243,1.8368317316944256,-0.032470629493204464,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test4.csv,271.8740225103691,-0.0,79.30702247713877,-0.0,-0.0,12.033204959877766,81.40741856186594,-0.0,-0.0,0.1360708454284317,-0.09142820331965038,-0.020712324844222304,0.14047365391052127,1.9134014216327886,3.428332961757973,5.3816048775997505,11.04430847681029,2.84723461901852,0.33581372493471157,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test40.csv,-0.0,94.8624420520249,2.176185301322628,-0.0,-0.0,24.25594853378157,0.395667663288957,-0.0,-0.0,34.46363635716645,17.986880438818073,-0.012514698352784367,-0.0,11.17359577091348,0.8012787672475467,-0.0,4.001633027289828,1.848133810690093,-0.03220407610862392,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test41.csv,-0.0,70.4642143688998,4.601810001834302,-0.0,-0.0,24.313633781587217,0.3985119585517503,-0.0,-0.0,34.53296811793315,18.02990525252301,-0.012509614733107138,-0.0,11.20049857820616,0.804074186832559,-0.0,4.011779650548708,1.8539595056503577,-0.03215840396480689,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test42.csv,-0.0,50.9532616616725,4.620281905364339,-0.0,-0.0,18.51782578785358,0.4013559110801918,-0.0,-0.0,34.60225253710834,18.07290803235272,-0.012504531138953678,-0.0,11.227390714712906,0.8068692695726832,-0.0,4.0219238794384315,1.859784176875742,-0.03211273250892004,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test43.csv,-0.0,121.53983167260147,7.856193423465965,-0.0,-0.0,24.42399178799207,6.972203716646598,-0.0,-0.0,34.671489647018134,18.115888789591185,-0.012499447570323854,0.1940246370152588,11.254272184666203,0.8096640155085087,-0.0,4.032065714524018,1.8656078245461443,0.35526497235347043,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test44.csv,-0.0,121.71265618152749,4.660618810422698,-0.0,-0.0,31.649277835520664,1.7305427753070093,-0.0,-0.0,34.740679479966566,18.158847535516628,-0.012494364027217543,0.19499507289521076,11.281142992296848,0.8124584246806202,3.594470449188416,4.042205156370349,1.8714304488414313,-0.03180129042227902,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test45.csv,-0.0,94.72500293323876,7.905478490935241,-0.0,-0.0,48.180170322094895,1.7374626203381298,-0.0,-0.0,34.809822068235626,18.20178428140148,-0.012489280509634614,1.1870627269662841,15.95292669653493,0.8152524971295974,-0.0,4.052342205542173,1.8772520499414378,-0.03175562434536426,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test46.csv,-0.0,96.64067504354989,2.264796110930736,-0.0,-0.0,31.797832976297087,0.4201728253022665,-0.0,-0.0,43.32017735488065,18.2446990385124,15.8331982962898,-0.0,11.338563254655929,2.515937704520933,-0.0,7.004827874890739,1.8830726280259682,0.3574075890614588,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test47.csv,-0.0,94.14957426436938,11.979938336110923,-0.0,-0.0,88.16239533515075,0.4230141677208432,-0.0,-0.0,45.809137002308226,18.287591818110297,0.2444367918170683,5.562191670505631,11.365400628899708,2.3813081633277076,0.29460831050593467,4.0752184783426655,1.8888921832747934,-0.03144421991047456,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test48.csv,-0.0,108.82918847717634,2.2957342348241294,-0.0,-0.009714744801833496,31.447273938930202,6.793819764080763,-0.0,-0.0,51.55284591373751,18.33046263145029,-0.012027695275804544,2.9895819567926183,11.392227358311054,0.8267345329541134,-0.0,4.085347737131642,1.894710715867655,-0.03139855921188374,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test49.csv,-0.0,51.736335927433736,12.037380716546151,-0.0,-0.0,59.13041978290953,5.046391159470644,-0.0,-0.0,43.56984595186763,18.37331148978174,-0.012022614101265573,0.20413755456944085,11.419043447112157,0.8295268851482427,-0.0,4.095474605649078,1.900528225984261,1.663231699052134,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test5.csv,120.9386907714821,-0.0,103.83011373315681,-0.0,-0.0,-0.1903856470207478,-0.24282464124818778,-0.0,-0.0,-0.0,0.0010024698858196299,-0.040303698948662446,0.315984828611778,30.635240595024726,7.12584916456613,9.9070327773644,36.25771112286473,5.979426645828471,0.7066571247753057,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test50.csv,-0.0,51.83727794183503,2.334811021694062,-0.0,-0.0,25.351317964866794,1.90298658109099,-0.0,-0.0,35.17714072423355,18.422795453271156,-0.012012309809934212,-0.0,11.461859262390767,0.8357982032793398,-0.0,4.114741371413141,1.9112686994418078,3.8906891084173956,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test51.csv,-0.0,124.876494337295,8.060254687119427,-0.0,-0.0,31.67283287347262,0.44531568957759626,-0.0,-0.0,35.24598528502275,18.465597026101506,-0.012007228712642372,0.2058582697635217,11.488647732247331,0.8385894633114792,-0.0,4.12486130371057,1.9170832998651584,-0.03000121188454404,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test52.csv,-0.0,123.04102641174435,8.350146603086081,-0.0,-0.0,19.0888038720544,0.4481540023095573,-0.0,-0.0,35.31478283689368,24.790034507486737,0.5307481222334771,-0.0,26.07274662202081,0.8413803869999522,-0.0,4.134978847937296,1.9228968785032436,-0.029955572921056942,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test53.csv,-0.0,208.36133599365274,22.677491896424506,-0.0552450969297443,-0.0,39.32539312167318,3.9304961308778914,-0.0,-0.0,35.38353341194531,18.555599263281298,1.301831319445555,1.2087875935328605,11.551491153240306,0.8441709743852873,-0.0,4.145094004656849,1.9287094355356196,-0.02990993464500025,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test54.csv,-0.0,111.64623061113275,22.735042046366896,-0.0,-0.0,31.873264349773482,0.45678429369993095,-0.0,-0.0,35.45223704225466,18.598332824600888,-0.011765330113506783,1.212553956010423,11.578244071315607,0.8469612255080092,-0.0,4.155206774432627,1.9345209711418105,0.313527604036928,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test55.csv,-0.0,73.02367652983499,8.188287914616561,-0.0,-0.0,25.19704467383121,0.4596212244781086,-0.0,-0.0,35.520893759876884,18.641044501201467,-0.011760250256247164,-0.0,11.604986378057347,0.849751140408637,-0.0,4.165317157827892,1.9403314855013092,-0.02961295943266205,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test56.csv,-0.0,164.72332469262525,4.932227440350898,-0.0,-0.0,58.40151813014004,0.46245781340934655,-0.0,0.2721700265279126,43.51276385554683,18.683734304290645,-0.011755170424492416,5.829020746945419,11.63171807767443,3.1846695997961283,0.5287849776673431,4.175425155405775,1.9461409787935764,-0.02956732631717243,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test57.csv,-0.0,62.15681103018993,4.950594829699089,-0.0,-0.0,25.782708264842277,0.465294060534837,-0.0,0.27313496948991833,35.66221594655123,18.726402245070283,-0.011750090618242419,-0.0,11.658439174374085,0.8573384212625476,3.6169319626207863,4.185530767729274,1.9519494511980418,-0.029521693889025143,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test58.csv,-0.0,101.10179226453769,4.968956409267145,-0.0,-0.0,48.69641251311398,0.46812996589576716,-0.0,-0.0,35.73072928492845,18.769048334736517,-0.01174501083749704,3.027968030909153,11.685149672361877,0.8601270857228617,-0.0,4.195633995361254,1.957756902894104,-0.029476062148209834,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test59.csv,-0.0,141.8521921487338,2.639725852699907,-0.0,-0.0,19.873605108184268,0.47096552953331905,-0.0,-0.0,35.799195840554994,25.137932751568545,1.5224718727583755,-0.0,11.7118495758417,2.588850124062352,0.3537333672530731,4.205734838864447,4.326388651672375,-0.029430431094716145,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test6.csv,138.0031989626418,-0.0,77.0921686806218,-0.0,-0.0,2.437207848706961,-0.16590313876855373,-0.0,-0.0,-0.0,0.170463729680627,-0.03484647466475311,2.8413174619489956,4.112063175073993,6.544942113874041,8.94202190380827,20.93465866353749,12.480433136264496,0.6558930866107583,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test60.csv,-0.0,84.8932183525268,5.017446389739385,-0.0,-0.0,68.8740920385729,4.167194418725626,-0.0,-0.0,43.819505085543334,18.865287267060182,-0.011586734977372407,3.04085884894231,11.748410492500055,0.8708522174493704,-0.0,4.225051818687851,1.9780069367634274,0.3726548748831155,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test61.csv,-0.0,84.2009960674394,5.035786823522479,-0.0,-0.0,48.98376387397846,0.481151026674344,-0.0,-0.0,35.940118543917166,18.9078622309043,-0.011581656016800751,3.0490742804705593,11.77508530407544,0.8736392535125781,-0.0,4.235145720262981,1.9838098094423848,-0.02890323526694516,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test62.csv,-0.0,85.16689101900877,5.05412145605174,-0.054257139629737196,-0.008584336304795574,25.663829350923553,0.48398502128884713,-0.0,-0.0,36.00844212292439,18.95041539125037,-0.011576577081729475,0.22396414735354778,11.801749535297589,0.8764259537411027,-0.0,4.245237239910058,1.9896116623969642,-0.02885761284157513,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test63.csv,-0.0,87.81946001927344,17.780035004701897,0.7720094910726849,-0.007454012940845951,69.19363412495761,7.448285094736988,-0.0,-0.0,36.076719048753745,18.99294675926441,-0.011571498172158442,-0.0,11.828403190363117,0.8792123181754118,0.35717543577140937,4.255326378191163,11.554641001111,0.37479539617887025,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test64.csv,-0.743244243073887,0.22455729992175194,36.42106275682207,23.894645436930315,51.9280463327846,37.23691681775514,49.741149823346504,-0.0,-0.0,0.22739553871366636,1.3534309071290933,-0.02580201225804141,49.807467646685126,3.906822269901769,0.6188495050904761,-0.0,-0.0,1.201244729048912,14.201499422464895,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test65.csv,-0.7417974476046676,-0.0,23.21388527745217,23.946452409283797,70.98244742605357,13.500696599102154,68.41414910827979,-0.0,-0.0,3.1558339348266116,1.3590071703916715,-0.025790523054911422,34.234565495691584,3.91689105812097,10.4199952958843,-0.0,-0.0,1.2054557310808443,1.7834083798665286,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test66.csv,-0.740350830384072,-0.0,5.478752019230667,13.534054577225982,12.72492738380882,1.271888977530076,11.667315091064244,-0.0,-0.0,2.9284201285176694,1.364581997181253,-0.025779033980462975,-0.0,3.926956237617185,0.6280831564500184,-0.0,-0.0,1.2096657898302103,1.7893803143551628,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test67.csv,-0.7389043913901401,-0.0,5.501611881054475,24.043088748763356,22.956927733509865,1.4473213540519165,21.51769036888925,-0.0,-0.0,0.2341927644649703,1.3701553878678803,-0.025767545034694632,0.9939022329257545,3.937017809683807,0.6304976848386799,-0.0,-0.0,1.2138749055083093,1.7953506435569848,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test68.csv,-0.7374581306009135,-0.0,12.971697358983059,37.51250081166131,23.00651559593821,1.4544712313512607,21.564066601270916,-0.0,-0.0,0.23528655587614533,1.3757273428215007,-0.025756056217604954,4.926788152957985,3.9470757756137624,0.6329118075787836,-0.0,-0.0,1.2180830783263936,1.801319367903504,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test69.csv,-0.7360120479944374,-0.0,52.977442664546444,24.150543581046918,52.295650053335976,13.58494672850892,21.610403357445634,-0.0,-0.0,0.23638022478033016,1.3812978624119658,-0.0257445675291925,1.0035952078490786,3.9571301366995155,0.6353255247384797,-0.0,-0.0,1.2222903084956676,1.8072864878261141,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test7.csv,105.85569497339449,-0.0,108.28288438837602,-0.0,-0.0,16.979229963127775,-0.04802784850252098,-0.0,-0.0,-0.0,0.16889754394649306,-0.02221488457910054,0.23048391307326824,11.666818569904045,4.274440151637052,2.5075628371699783,13.533154966179076,3.659354575010127,0.45099778522972755,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test70.csv,-0.7256777945131799,-0.0,5.626480675664236,13.692648145768183,12.87729482627598,1.4920313222298314,11.811326739746319,-0.0,-0.0,0.23747377119124585,1.390172302464537,-0.025721629942927232,-0.0,3.9834286184139174,0.6430688327763631,-0.0,5.5150824106724645,1.23329303129404,1.8171628506396826,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test71.csv,-0.7242331632719761,-0.0,5.649261117037473,13.727440081241692,23.154121243337876,1.4991681797364624,11.841331477987154,-0.0,-0.0,0.2385671951226119,1.395739100961953,-0.025710141640096457,-0.0,3.9934699503906512,0.645480843523063,-0.0,-0.0,1.2374968543684333,1.823125711752364,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test72.csv,0.4564570783744267,-0.0,38.642338017859544,56.14912692494848,53.491827347605735,80.32805665679112,120.94908482991313,-0.0,-0.0,3.4339136164612714,1.4013044654245432,5.385442118520633,127.97194817187285,48.75483187122701,0.647892449044177,-0.0,-0.0,5.774255661218925,1.8290869700172039,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test73.csv,-0.7192720780054794,-0.0,23.670798882514475,13.80655589458574,23.258842918680777,1.523679762486454,21.787316656465606,-0.0,-0.0,0.2426359553919117,6.179923756389931,-0.025333363404095394,-0.0,4.024024745669853,0.6503036494077846,-0.0,-0.0,5.788768945001152,14.361372220771234,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test74.csv,-0.7178282359637023,-0.0,13.267515427114764,24.393200367427067,23.308163641424205,1.5308074037903314,21.833463378544685,-0.0,-0.0,0.2437288011475463,5.863711247410019,-0.025321879449933343,142.12437682522366,4.034051527715221,0.6527144446819533,-0.0,-0.0,1.256581903994214,1.847314524555767,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test75.csv,-0.7163845718066796,-0.0,5.767949394384622,24.444555042063488,13.067166413025936,1.5379329694852086,11.973585304116261,-0.0,-0.0,0.24482152450210617,1.4251471067959853,-0.025310395624394053,-0.0,4.044074716092904,0.6551248349347396,-0.00979169480207799,-0.0,5.81146317147946,1.8532692807428852,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test76.csv,-0.714941085512496,-0.0,23.816902034802265,13.921116268088754,13.099914753700698,1.3725090397615254,12.003484637169901,-0.0,-0.0,2.969102537739381,1.43070489561082,-0.025298911927476075,1.0255034190165406,4.0540943120909,0.6575348202341884,-0.0,-0.0,1.2682148852505482,1.8592224362608074,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test77.csv,-0.7134977770592389,-0.0,13.38220275953137,24.54038834505034,52.85780460692117,1.3791248642542224,34.81456663320675,-0.0,-0.0,0.24871763981254907,1.4362612527117669,-0.02528742835917798,1.1720609240903432,4.06411031699674,0.659944400648333,-0.0,-0.0,1.2724108856794605,1.8651739915398018,-0.0
