,history,physics,university,computer,research,rochester,ub,engineering,science,award,professor,faculty,buffalo,disability,war,ieee,arts,var,quantum,matter
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test65.csv,-0.7446537770605328,-0.0,25.7297715976783,71.37425218748801,14.061747525562634,-0.0,2.783208843552226,25.060938847806643,69.23042838379146,34.03683081110624,-0.014722984822361056,1.7033225837996187,3.498855206070988,-0.0,-0.0,-0.0,-0.0,5.960711126146458,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test66.csv,-0.7422870745205937,-0.0,6.934960876485614,12.931121781820844,1.506494100799897,-0.0,2.5739870023509606,14.425180048708874,12.056063423494129,-0.0,-0.014704395726334118,1.7122958481404438,3.515563151798098,-0.0,-0.0,-0.0,-0.0,5.985654272957129,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test67.csv,-0.7399208489024109,-0.0,6.971070607335976,23.250818547672434,1.695590971714103,-0.0,0.10945932221739144,25.21602383817765,22.051612094043502,0.9615665587515598,-0.014685806970847896,1.7212653316345496,3.5322613029905514,-0.0,-0.0,-0.0,-0.0,6.010579142048336,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test68.csv,-0.7375551001098793,-0.0,15.010394916345616,23.331500492727738,1.7071672560809934,-0.0,0.11127120795534781,38.984103965658946,22.126722971740623,4.866496621705309,-0.014667218555896156,1.7302310358749806,3.5489496653901025,-0.0,-0.0,-0.0,-0.0,6.035485746813538,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test69.csv,-0.7351898280469119,-0.0,56.72498584358511,52.81388676689711,14.19807665171066,-0.0,0.11308276176706944,25.38785576973442,22.201729274599323,0.9774511991009429,-0.01464863048147265,1.7391929624541091,3.5656282447351395,-0.0,-0.0,1.20635231506852,-0.0,6.060374100636379,-0.0,1.3151421201821278
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test7.csv,105.88001735330081,-0.0,113.14451083599207,-0.0,17.623455622898224,-0.0,-0.0,-0.0,0.036473365803333074,0.21784493726904525,-0.012629841590676646,0.3451831092976437,11.074975085210493,1.8191435788467927,253.82013683170146,-0.0,13.436237814764148,5.253277234112675,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test70.csv,-0.7182919055154994,-0.0,7.1646543143402734,13.17883704400898,1.7678823313223888,-0.0,0.11489398371336303,14.679071464097088,12.289316563151528,-0.0,-0.014611491996630616,1.7534831661720216,3.6092192223203106,-0.0,-0.0,-0.0,5.459695699352748,6.110705753715135,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test71.csv,-0.715930515240147,-0.0,7.200562068804004,23.571271615522775,1.7794241830340716,-0.0,0.11670487385502433,14.734839659780343,12.337885263379372,-0.0,-0.01459290494308313,1.762435295565065,3.625862470435901,-0.0,-0.0,-0.0,-0.0,6.135538988182159,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test72.csv,0.4807620026202681,-0.0,42.031890714872645,54.14958429926961,81.86082823261178,-0.0,3.0704784234553464,58.09153941693012,122.45881858303966,127.7575031804505,5.808166857484765,1.7713836530165097,47.55898054362236,-0.0,-0.0,102.39663371326512,-0.0,6.160354025470757,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test73.csv,-0.7078225984533878,-0.0,26.442383110508516,23.741001631510674,1.8186524505188792,-0.0,0.12344875366206443,14.860839222279973,22.48669380916253,-0.0,-0.013984583803481054,6.861893906109272,3.6767552658551432,-0.0,-0.0,-0.0,-0.0,6.185150878915371,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test74.csv,-0.705463317881402,-0.0,15.470184258146892,23.820974168398774,1.830170120225705,-0.0,0.12525807662290453,25.775510599855902,22.56119893438472,141.9544906695038,-0.01396600823450303,6.539387158924959,3.693358922980331,-0.0,-0.0,12.48112005097195,-0.0,6.2099295618406725,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test75.csv,-0.7031045127355487,-0.0,7.38597322956917,13.48674622029122,1.8416823040217394,-0.0,0.1270670681269947,25.857456551115572,12.550555192076347,-0.0,-0.013947433005817909,1.809653363963893,3.709952846706944,-0.0,-0.0,-0.0,-0.0,6.234690087561564,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test76.csv,-0.7007461829200233,-0.0,26.671209068882288,13.539841434913058,1.6687903324003979,-0.0,2.6413950254834955,15.043774540185062,12.598846319979687,1.0134243938221432,-0.013928858117419469,1.8185818262832885,3.7265370427408966,-0.0,-0.0,-0.0,-0.0,6.259432469383198,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test77.csv,-0.6983883283390403,-0.0,15.64969941390311,53.725463763878196,1.6794756648365088,-0.0,0.13352126746133983,26.010441699257154,35.80921886552633,1.1616110868716507,-0.013910283569301464,1.827506526633106,3.7431115167847584,-0.0,-0.0,-0.0,-0.0,6.284156720600973,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test78.csv,-0.6960309488968338,0.054166037159877445,26.836908661962074,24.126957845438895,2.0697124832431597,-0.0,0.13532874520009422,41.67478931270679,35.90942465493848,-0.0,-0.013891709361457668,2.02486942412711,3.7596762745377563,-0.0,-0.0,-0.0,-0.0,6.308862854500545,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test79.csv,-0.6936740444976568,-0.0,15.779691607410589,37.62220015968025,6.777575298265194,-0.0,2.664523483521709,26.18006993103452,22.92398453276007,-0.0,-0.013873135493881847,6.629503488265328,3.7762313216957755,-0.0,-0.0,-0.0,-0.0,6.3335508843578365,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test8.csv,196.1108006431711,-0.0,45.53134656205099,-0.0,-0.039852441767987336,-0.0,-0.0,-0.0,2.8337669625307274,5.926516104902631,-0.013854561966567763,0.4631642683270733,13.203847233568341,141.21892684482785,175.44857245861678,-0.0,27.396238495702047,6.358220823439041,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test80.csv,-0.6863021133159727,-0.0,15.914732395158874,24.29230520868647,1.9055082703751576,-0.0,0.1417771940562831,15.294323723041042,23.03570363962357,-0.0,-0.013835988779509185,1.8654507989823996,3.818450851734641,-0.0,-0.0,-0.0,-0.0,6.38287268500063,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test81.csv,-0.6839471694053993,-0.0,61.496112229164396,75.85561041740502,40.857180474073076,-0.0,0.2077152309526213,27.02833424998782,72.4351943695957,21.736015495046704,1.443108694920663,6.680609376832598,10.496601123570832,-0.0,-0.0,13.991625473559452,-0.0,6.407506482289362,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test82.csv,-0.6815927000470637,-0.0,27.268459425288817,6.307554170513685,15.792597563414818,-0.0,0.5577068743757736,27.81709858072472,5.689943203437016,-0.0,-0.013283074296803764,1.8888160803855951,3.858715353113911,-0.0,-0.0,-0.0,-0.0,6.432122228542286,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test83.csv,-0.6792387051453376,-0.0,27.355759504213758,24.51017792354657,1.9681158977588855,-0.0,0.14820597759460086,26.49565961456232,23.238751546045215,-0.0,-0.013422263710020924,1.897711187831528,10.127417473744018,-0.0,-0.0,-0.0,-0.0,6.456719936986756,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test84.csv,-0.6768851846046119,-0.0,16.186732794621154,24.5890372846406,82.87637660253507,-0.0,2.9282438887211892,42.27891634264766,36.48963099935309,11.953545047984926,1.618974821397416,1.906602547361817,3.8985864533674612,-0.0,-0.0,25.24931667669828,-0.0,6.481299620840431,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test85.csv,-0.6745321383292964,-0.0,2.4981044329197584,24.66778251802059,1.8164649251857061,-0.0,0.15478694927901002,40.65228012775401,23.39227972906589,-0.0,-0.013048650075963135,1.9154901605556303,3.9150600685779002,-0.0,-0.0,-0.0,-0.0,6.505861293311283,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test86.csv,-0.6721795662238202,-0.0,16.28021294086444,14.139664602071353,2.0178129887684215,-0.0,0.1565905312766873,15.674529695227841,6.855732011906093,-0.0,-0.013030091652710785,1.9243740289914706,3.931524026622957,-0.0,-0.0,-0.0,-0.0,6.530404967597607,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test87.csv,-0.6698274681926321,-0.0,41.86861894478837,74.273595685368,2.029235797537762,-0.0,2.7240455784594455,77.68721976331112,94.01121185889991,172.99575230439103,-0.013011533569437244,6.785602182103808,3.9479783331638565,-0.0,-0.0,-0.0,-0.0,6.5549306568880255,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test88.csv,-0.6674758441401999,-0.0,27.73094202012667,24.89922219447045,39.619294510983075,-0.0,0.16302418102667612,40.94787451965973,23.591013841700946,-0.0,-0.012992975826136286,1.9476702450712111,10.266809117949162,-0.0,-0.0,-0.0,-0.0,6.5794383743615,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test89.csv,-0.6651246939710105,-0.0,8.07672714249561,14.833378701082701,2.0684601222300603,-0.0,0.16482625401456216,42.79654283127483,5.938889975972303,-0.0,-0.016899063089947253,1.9565405545654748,3.987715391466463,-0.0,-0.0,-0.0,-0.0,6.603928133187328,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test9.csv,253.68426746479136,-0.0,93.92141908274075,-0.0,25.82882441701105,-0.0,-0.0,-0.0,6.1430287254140525,1.9820277215233078,-0.010284823338805017,0.41548556063505726,2.57177523367739,5.675479958737715,0.8011662454524667,-0.0,12.485402661908038,5.269339525834754,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test90.csv,-0.6057923792219057,-0.0,16.332493659534048,13.708400365663536,6.588001495473041,-0.0,0.15343661378800194,14.668385019642468,12.809780580233777,-0.0,1.3454091111474202,1.8146950514746283,9.936620347858012,-0.0,-0.0,-0.0,-0.0,6.1270866109975675,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test91.csv,-0.6036388077615239,0.05532703241864638,25.848646409794924,23.127344852056723,6.615770185321206,-0.0,0.15509764000025095,25.00039233028126,34.190379891966394,-0.0,-0.011581525028174663,1.8229147210734151,3.7235753124636255,-0.0,-0.0,-0.0,-0.0,6.149942827859243,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test92.csv,-0.6531970706801575,-0.0,43.385234035760455,25.196529257636616,1.9499289988467838,-0.0,0.1702353513256796,16.049878743865026,37.23281778236435,-0.0,-0.01255869020362295,1.9885587708913726,4.621737583946685,-0.0,-0.0,-0.0,-0.0,6.703475426793587,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test93.csv,-0.5993232680404905,-0.0,7.666012273136847,23.273505681094072,119.1758741592905,-0.0,2.5435664196026404,53.864868064865185,22.09274330897955,106.17054007997787,-0.011547379612937957,13.568161800827387,3.7546979505762246,-0.0,-0.0,20.88834702796985,-0.0,6.195250912707654,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test94.csv,-0.6485113813452257,-0.0,8.360548096844333,14.609619900554396,1.9851361895890223,-0.0,0.1766995640922855,16.176930440258857,13.6430712108435,1.100827808916921,-0.012521609835223576,2.016554363740411,4.09405800237676,-0.0,-0.0,-0.0,-0.0,6.752645576214143,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test95.csv,-0.6461640527652561,-0.0,8.395404265737136,6.832865325827607,2.193150764969874,-0.0,0.1784991318347714,27.465674972120688,6.183599733624656,-0.0,-0.012503061067021709,2.0253956492046057,4.110417028224012,-0.0,-0.0,-0.0,-0.0,6.7770084130974935,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test96.csv,-0.6438171972029353,-0.0,28.436160041508344,39.17929868053527,2.2044900596757704,-0.0,2.785378422166627,27.545112939535244,73.11841001845822,34.85326842515502,-0.012484512638621777,6.965608323952911,4.126766464080476,-0.0,-0.0,-0.0,-0.0,6.8013533974981035,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test97.csv,-0.6414708145629434,-0.0,28.521663230115763,6.906902678085954,2.2158239534315807,-0.0,2.798312076776321,41.82654434349528,6.250060971830029,5.18129642124076,-0.012465964550017557,2.048573455433513,4.143106315568,-0.0,-0.0,-0.0,-0.0,6.825680542497831,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test98.csv,-0.6391249047499806,-0.0,169.56661445297414,80.36779123033052,7.723465211175331,-0.0,0.18953432526346728,80.37036193610652,39.3852928718008,5.834491647814996,6.220433097694268,2.0574012497897707,11.013717447226687,-0.0,-0.0,25.391136845574483,-0.0,6.849989861168944,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test99.csv,-0.6367794676687664,-0.0,17.13576854979397,25.69239907082343,2.2449074070326254,-0.0,0.1913315417572729,16.48463682910995,24.38101859086462,-0.0,-0.011846915456518083,2.0662253245924678,4.18287735335338,-0.0,-0.0,-0.0,-0.0,6.874281366574136,-0.0,-0.0


Process finished with exit code 0
